Plataforma;Tabla BD;Tag Tabla API;Campo BD;Tag Campo API;Tipo Dato;Formato;Campo personalizado de usuario;Etiqueta;Ayuda;Tipo;Tag Tabla GraphQL;Tag Campo GraphQL
API;atconav;notice;act_tmt;first_level_id;decimal;->>,>>>,>>9.999;no;Código Actividad;Actividad;opcional;notes                                             ;activity                 
API;atconav;notice;art_aso;product_id;character;X(24);no;Código Artículo;Introduzca el Código de artículo;opcional;notes                                             ;item                     
API;atconav;notice;car_avis;charge;logical;si/no;no;Cargo;;opcional;notes                                             ;charge                   
API;atconav;notice;cie_avis;closure_date;date;99/99/9999;no;Fecha de Cierre;;opcional;notes                                             ;closing_date             
API;atconav;notice;cif_cli;vat_number;character;X(18);no;C.I.F.;Introduzca el C.I.F. del Cliente;opcional;notes                                             ;tax_identification_number
API;atconav;notice;cod_acto;activity_id;integer;9999;no;Código Actividad;Actividad;opcional;notes                                             ;activity_r_502           
API;atconav;notice;cod_art;service_id;character;x(24);no;Código Artículo;Introduzca el Código del Artículo;opcional;notes                                             ;item_code                
API;atconav;notice;cod_avis;notice_id;integer;9999999;no;Número Aviso;;opcional;notes                                             ;notification             
API;atconav;notice;cod_ceen;shipping_address_id;integer;9999;no;Dirección Envio Aviso;Código de la dirección de Envio;opcional;notes                                             ;shipping_code            
API;atconav;notice;cod_cen;contact_id;integer;9999;no;Dirección Envio Cliente;Introduzca el Código de la Dirección de Envío;opcional;notes                                             ;shipping_address         
API;atconav;notice;cod_cli;customer_id;integer;99999;no;Código Cliente;Introduzca el Código de Cliente;opcional;notes                                             ;customer                 
API;atconav;notice;cod_ctr;contract_id;integer;9999999;no;Código Contrato;Introduzca Código de Contrato;opcional;notes                                             ;contract                 
API;atconav;notice;cod_del;branch_id;integer;99;no;Código Delegación;Intoduzca la delegación;opcional;notes                                             ;branch                   
API;atconav;notice;cod_dir;potential_customer_id;integer;999999;no;Código Cliente Potencial;Introduzca el Código de Cliente Potencial;opcional;notes                                             ;potential_customer       
API;atconav;notice;cod_empl;employee_id;integer;9999;no;Código Empleado;Código de Empleado que Posee el Aviso en este Estado;opcional;notes                                             ;employee                 
API;atconav;notice;cod_ent;company_id;integer;99;no;Código Empresa;Intoduzca la empresa;opcional;notes                                             ;company                  
API;atconav;notice;cod_nest;state_id;integer;99;no;Estado;Código de Estado del Aviso;opcional;notes                                             ;status                   
API;atconav;notice;cod_nse;service_number_id;integer;9999999;no;Número Servicio;Introduzca nº de servicio;opcional;notes                                             ;service_number           
API;atconav;notice;cod_pai;country_id;character;x(2);no;Código Pais;Introduzca el Código del País;opcional;notes                                             ;country                  
API;atconav;notice;cod_prio;priority_id;character;x(2);no;Código Prioridad;Prioridad;opcional;notes                                             ;priority                 
API;atconav;notice;cod_provi;province_id;integer;99;no;Código Provincia;Introduzca el Código de la Provincia;opcional;notes                                             ;code_r_210               
API;atconav;notice;cod_rep;sales_representative_id;integer;9999;no;Código Agente Comercial;;opcional;notes                                             ;representative_code      
API;atconav;notice;cod_sac;subactivity_id;integer;9999;no;Código Subactividad;Subactividad;opcional;notes                                             ;subactivity              
API;atconav;notice;cod_tipa;notice_type;character;X(4);no;Tipo de Aviso;Introduzca Tipo de Aviso;opcional;notes                                             ;notification_type        
API;atconav;notice;cod_via;street_type;character;X(2);no;Código Via;Introduzca Sigla de la vía pública;opcional;notes                                             ;address_line             
API;atconav;notice;coe_avis;potential_or_customer;logical;C/P;no;Cliente/Cliente Potencial;Introduzca si es un Cliente o un cliente potencial;opcional;notes                                             ;customer_potential_custom
API;atconav;notice;com_avis;comments;character;X(800);no;Comentario;Introduzca Comentario del Aviso;opcional;notes                                             ;comment                  
API;atconav;notice;desa_avis;product_description;character;X(40);no;Descripcion Artículo;Introduzca la Descripción del Artículo;opcional;notes                                             ;description              
API;atconav;notice;des_avis;description;character;X(80);no;Descripción Aviso;Introduzca Descripción del Aviso;opcional;notes                                             ;description_r_791        
API;atconav;notice;dir_cli;street_name;character;x(55);no;Dirección;Introduzca la Dirección del Cliente;opcional;notes                                             ;address                  
API;atconav;notice;dpo_cli;postal_code;integer;99999;no;Distrito Postal;Introduzca el Distrito Postal del Cliente;opcional;notes                                             ;postal_code              
API;atconav;notice;ede_avis;target_employee_id;integer;9999;no;Empleado Destino;Introduzca Empleado Destino del Aviso;opcional;notes                                             ;destination_employee     
API;atconav;notice;ema_cli;email;character;x(60);no;E-mail Cliente;Introduzca el e-mail del Cliente;opcional;notes                                             ;email                    
API;atconav;notice;est_avis;open_closed_notice;logical;A/C;no;Abierto;;opcional;notes                                             ;est_avis                 
API;atconav;notice;fax_cli;fax;character;x(18);no;Fax;Introduzca el Fax del Cliente;opcional;notes                                             ;fax                      
API;atconav;notice;fec_avis;notice_date;date;99/99/9999;no;Fecha Aviso;Introduzca Fecha del Aviso;opcional;notes                                             ;date                     
API;atconav;notice;fep_avis;expected_start_resolution_date;date;99/99/9999;no;Fecha Prevista;Introduzca Fecha del Aviso;opcional;notes                                             ;expected_date            
API;atconav;notice;fpet_avis;request_date;date;99/99/9999;no;Fecha Petición;Fecha Petición;opcional;notes                                             ;request_date             
API;atconav;notice;fref_avis;final_resolution_date;date;99/99/9999;no;Fecha Real Final Resolución;Fecha Real Final Resolución;opcional;notes                                             ;actual_resolution_end_dat
API;atconav;notice;frer_avis;start_resolution_date;date;99/99/9999;no;Fecha Real Inicio Resolución;Fecha Real Inicio Resolución;opcional;notes                                             ;actual_resolution_start_d
API;atconav;notice;hep_avis;expected_start_resolution_hour;character;99:99;no;Hora Prevista Inicio Resolució;Hora Prevista Inicio Resolución;opcional;notes                                             ;estimated_resolution_star
API;atconav;notice;Hor_avis;notice_hour;character;99:99;no;Hora;Introduzca Hora del aviso;opcional;notes                                             ;time                     
API;atconav;notice;hpet_avis;request_hour;character;99:99;no;Hora Petición;Hora Petición;opcional;notes                                             ;request_time             
API;atconav;notice;href_avis;final_resolution_hour;character;99:99;no;Hora Real Final Resolución;Hora Real Final Resolución;opcional;notes                                             ;actual_resolution_end_tim
API;atconav;notice;hrer_avis;start_resolution_hour;character;99:99;no;Hora Real Inicio Resolución;Hora Real Inicio Resolución;opcional;notes                                             ;actual_resolution_start_t
API;atconav;notice;hrr_avis;resolution_hours;character;999:99;no;Horas Reales Resolución;Horas Reales Resolución;opcional;notes                                             ;actual_resolution_hours  
API;atconav;notice;hter_avis;expected_resolution_hours;character;999:99;no;Horas Teóricas Resolución;Horas Teóricas Resolución;opcional;notes                                             ;theoretical_resolution_ho
API;atconav;notice;Id_unico;unique_id;int64;99999999999999999999;no;Id único;;opcional;notes                                             ;unique_id                
API;atconav;notice;num_cli;street_number;character;X(4);no;Número;Introduzca número de la vía pública;opcional;notes                                             ;number                   
API;atconav;notice;per_avis;request_person;character;x(200);no;Persona Petición;Persona Petición;opcional;notes                                             ;requester_person         
API;atconav;notice;pob_cli;city;character;x(30);no;Población;Introduzca la Población del Cliente;opcional;notes                                             ;city                     
API;atconav;notice;raz_cli;business_name;character;X(100);no;Razón Social;Introduzca la Razón Social del Cliente;opcional;notes                                             ;business_name            
API;atconav;notice;ref_avis;reference;character;x(20);no;Referencia;Referencia;opcional;notes                                             ;reference                
API;atconav;notice;res_avis;resolution_comments;character;x(800);no;Resolución;Resolución;opcional;notes                                             ;resolution               
API;atconav;notice;sact_tmt;second_level_id;decimal;->>,>>>,>>9.999;no;Código Subactividad;Subactividad;opcional;notes                                             ;subactivity_r_912        
API;atconav;notice;tel_cli;telephone;character;x(18);no;Teléfono;Introduzca el Teléfono del Cliente;opcional;notes                                             ;phone_number             
API;atconavb;noticedraft;adj_avis;has_attachments;logical;si/no;no;Adjuntos;Documentos Adjuntos asociados;excluido;notice_drafts                                     ;has_attachments          
API;atconavb;noticedraft;art_amb;product_ambit;integer;>>9;no;Ambito;Introduzca el Ambito del Articulo;excluido;notice_drafts                                     ;product_ambit            
API;atconavb;noticedraft;art_aso;product_id;character;X(24);no;Artículo;Introduzca el Código de artículo;opcional;notice_drafts                                     ;product_id               
API;atconavb;noticedraft;asi_avis;assigned;logical;si/no;no;Asignado;Asignado;excluido;notice_drafts                                     ;assigned                 
API;atconavb;noticedraft;car_avis;charge;logical;si/no;no;Cargo;;opcional;notice_drafts                                     ;charge                   
API;atconavb;noticedraft;cce_avis;customer_or_potencial_id;integer;999999;no;Código;Introduzca el código del Cliente o Entidad;opcional;notice_drafts                                     ;customer_or_potencial_id 
API;atconavb;noticedraft;char1_al;user_char1;character;X(100);yes;UsrChar1_atconavb;character1Usr;opcional;notice_drafts                                     ;user_char1               
API;atconavb;noticedraft;char2_al;user_char2;character;X(100);yes;UsrChar2_atconavb;character2Usr;opcional;notice_drafts                                     ;user_char2               
API;atconavb;noticedraft;char3_al;user_char3;character;X(100);yes;UsrChar3_atconavb;character3Usr;opcional;notice_drafts                                     ;user_char3               
API;atconavb;noticedraft;char4_al;user_char4;character;X(100);yes;UsrChar4_atconavb;character4Usr;opcional;notice_drafts                                     ;user_char4               
API;atconavb;noticedraft;char5_al;user_char5;character;X(100);yes;UsrChar5_atconavb;character5Usr;opcional;notice_drafts                                     ;user_char5               
API;atconavb;noticedraft;char6_al;user_char6;character;X(100);yes;UsrChar6_atconavb;character6Usr;opcional;notice_drafts                                     ;user_char6               
API;atconavb;noticedraft;char7_al;user_char7;character;X(100);yes;UsrChar7_atconavb;character7Usr;opcional;notice_drafts                                     ;user_char7               
API;atconavb;noticedraft;char8_al;user_char8;character;X(100);yes;UsrChar8_atconavb;character8Usr;opcional;notice_drafts                                     ;user_char8               
API;atconavb;noticedraft;cie_avis;closing_date;date;99/99/9999;no;Fecha de Cierre;;opcional;notice_drafts                                     ;closing_date             
API;atconavb;noticedraft;cif_cli;customer_vat_id;character;X(18);no;C.I.F.;Introduzca el C.I.F. del Cliente;opcional;notice_drafts                                     ;customer_vat_id          
API;atconavb;noticedraft;cli_amb;customer_ambit;integer;>>9;no;Ambito;Introduzca el ambito del cliente;opcional;notice_drafts                                     ;customer_ambit           
API;atconavb;noticedraft;cod_acto;activity_id;integer;9999;no;Actividad;Actividad;opcional;notice_drafts                                     ;activity_id              
API;atconavb;noticedraft;cod_art;service_id;character;x(24);no;Cód.Artículo;Introduzca el Código del Artículo;opcional;notice_drafts                                     ;service_id               
API;atconavb;noticedraft;cod_avis;notice_id;integer;9999999;no;Aviso;;excluido;notice_drafts                                     ;notice_id                
API;atconavb;noticedraft;cod_avisb;draft_id;integer;9999999;no;Borrador;Borrador Aviso;excluido;notice_drafts                                     ;draft_id                 
API;atconavb;noticedraft;Cod_aviso;original_notice;integer;9999999;no;Aviso Original;Aviso Original;excluido;notice_drafts                                     ;original_notice          
API;atconavb;noticedraft;cod_ceen;shipping_address_id;integer;9999;no;Código de Envio;Código de la dirección de Envio;opcional;notice_drafts                                     ;shipping_address_id      
API;atconavb;noticedraft;cod_cen;shipping_address_id;integer;9999;no;Dirección Envio;Introduzca el Código de la Dirección de Envío;excluido;notice_drafts                                     ;shipping_address_id      
API;atconavb;noticedraft;cod_ctr;contract_id;integer;9999999;no;Contrato;Introduzca Código de Contrato;opcional;notice_drafts                                     ;contract_id              
API;atconavb;noticedraft;cod_del;branch_id;integer;99;no;Delegación;Intoduzca la delegación;opcional;notice_drafts                                     ;branch_id                
API;atconavb;noticedraft;cod_empl;worker_id;integer;9999;no;Empleado;Código de Empleado que Posee el Aviso en este Estado;opcional;notice_drafts                                     ;worker_id                
API;atconavb;noticedraft;cod_ent;company_id;integer;99;no;Empresa;Intoduzca la empresa;opcional;notice_drafts                                     ;company_id               
API;atconavb;noticedraft;cod_nest;notice_status;integer;99;no;Estado;Código de Estado del Aviso;opcional;notice_drafts                                     ;notice_status            
API;atconavb;noticedraft;cod_nse;service_number;integer;9999999;no;Nº Servicio;Introduzca nº de servicio;opcional;notice_drafts                                     ;service_number           
API;atconavb;noticedraft;cod_obr;work_id;integer;999999999;no;Obra/Proyecto;Introduzca el Código de Obra/Proyecto;opcional;notice_drafts                                     ;work_id                  
API;atconavb;noticedraft;cod_pai;country_id;character;x(2);no;País;Introduzca el Código del País;opcional;notice_drafts                                     ;country_id               
API;atconavb;noticedraft;cod_prio;priority_id;character;x(2);no;Prioridad;Prioridad;opcional;notice_drafts                                     ;priority_id              
API;atconavb;noticedraft;cod_proc;origin_id;character;X(3);no;Procedencia;Introduzca la Procedencia del Aviso;opcional;notice_drafts                                     ;origin_id                
API;atconavb;noticedraft;cod_provi;province_id;integer;99;no;Código;Introduzca el Código de la Provincia;opcional;notice_drafts                                     ;province_id              
API;atconavb;noticedraft;cod_rep;sales_representative_id;integer;9999;no;Cod.Representante;;opcional;notice_drafts                                     ;sales_representative_id  
API;atconavb;noticedraft;cod_sac;subactivity_id;integer;9999;no;Subactividad;Subactividad;opcional;notice_drafts                                     ;subactivity_id           
API;atconavb;noticedraft;cod_ser;serial_number;character;X(14);no;Serie;Nº de Serie del Artículo;opcional;notice_drafts                                     ;serial_number            
API;atconavb;noticedraft;cod_tipa;notice_type;character;X(4);no;Tipo de Aviso;Introduzca Tipo de Aviso;opcional;notice_drafts                                     ;notice_type              
API;atconavb;noticedraft;cod_usu;user_id;character;x(8);no;Usuario;Usuario;excluido;notice_drafts                                     ;user_id                  
API;atconavb;noticedraft;Cod_usub;draft_user_id;character;x(8);no;Usuario Borrador;Usuario que ha creado el Borrador;excluido;notice_drafts                                     ;draft_user_id            
API;atconavb;noticedraft;cod_via;street_type;character;X(2);no;Vía;Introduzca Sigla de la vía pública;opcional;notice_drafts                                     ;street_type              
API;atconavb;noticedraft;coe_avis;customer_or_potential;logical;C/P;no;Cliente/Cl.Pot.;Introduzca si es un Cliente o un cliente potencial;opcional;notice_drafts                                     ;customer_or_potential    
API;atconavb;noticedraft;com_avis;comments;character;X(800);no;Comentario;Introduzca Comentario del Aviso;opcional;notice_drafts                                     ;comments                 
API;atconavb;noticedraft;dec1_al;user_dec1;decimal;->>,>>>,>>9.999;yes;UsrDec1_atconavb;decimal1Usr;opcional;notice_drafts                                     ;user_dec1                
API;atconavb;noticedraft;dec2_al;user_dec2;decimal;->>,>>>,>>9.999;yes;UsrDec2_atconavb;decimal2Usr;opcional;notice_drafts                                     ;user_dec2                
API;atconavb;noticedraft;dec3_al;user_dec3;decimal;->>,>>>,>>9.999;yes;UsrDec3_atconavb;decimal3Usr;opcional;notice_drafts                                     ;user_dec3                
API;atconavb;noticedraft;dec4_al;user_dec4;decimal;->>,>>>,>>9.999;yes;UsrDec4_atconavb;decimal4Usr;opcional;notice_drafts                                     ;user_dec4                
API;atconavb;noticedraft;dec5_al;user_dec5;decimal;->>,>>>,>>9.999;yes;UsrDec5_atconavb;decimal5Usr;opcional;notice_drafts                                     ;user_dec5                
API;atconavb;noticedraft;dec6_al;user_dec6;decimal;->>,>>>,>>9.999;yes;UsrDec6_atconavb;decimal6Usr;opcional;notice_drafts                                     ;user_dec6                
API;atconavb;noticedraft;desa_avis;product_description;character;X(40);no;Descripcion;Introduzca la Descripción del Artículo;opcional;notice_drafts                                     ;product_description      
API;atconavb;noticedraft;des_avis;notice_description;character;X(80);no;Descripción;Introduzca Descripción del Aviso;opcional;notice_drafts                                     ;notice_description       
API;atconavb;noticedraft;dir_cli;street_name;character;x(55);no;Dirección;Introduzca la Dirección del Cliente;opcional;notice_drafts                                     ;street_name              
API;atconavb;noticedraft;dpo_cli;postal_code;integer;99999;no;Dist.Postal;Introduzca el Distrito Postal del Cliente;opcional;notice_drafts                                     ;postal_code              
API;atconavb;noticedraft;ede_avis;target_worker;integer;9999;no;Empl. Destino;Introduzca Empleado Destino del Aviso;opcional;notice_drafts                                     ;target_worker            
API;atconavb;noticedraft;edi1_al;user_edi1;character;X(1000);yes;UsrEdi1_atconavb;editor1Usr;opcional;notice_drafts                                     ;user_edi1                
API;atconavb;noticedraft;edi2_al;user_edi2;character;X(1000);yes;UsrEdi2_atconavb;editor2Usr;opcional;notice_drafts                                     ;user_edi2                
API;atconavb;noticedraft;eee_avis;sent_e_mail;logical;si/no;no;Enviado e-mail Empl. Asoc.;Enviado por e-mail a los empleados Asociados;excluido;notice_drafts                                     ;sent_e_mail              
API;atconavb;noticedraft;ema_cli;customer_mail;character;x(60);no;E-mail;Introduzca el e-mail del Cliente;opcional;notice_drafts                                     ;customer_mail            
API;atconavb;noticedraft;eor_avis;origin_worker;integer;9999;no;Empl. Origen;Introduzca Empleado Origen del Aviso;opcional;notice_drafts                                     ;origin_worker            
API;atconavb;noticedraft;Err_avisb;draft_errors;character;x(800);no;Lista Campos;Lista de Campos con Errores;excluido;notice_drafts                                     ;draft_errors             
API;atconavb;noticedraft;ese_avis;sent_sms;logical;si/no;no;Enviado sms Empl. Asoc.;Enviado por sms a los Empleados Asociados;excluido;notice_drafts                                     ;sent_sms                 
API;atconavb;noticedraft;est_avis;open_closed_notice;logical;A/C;no;Estado;;excluido;notice_drafts                                     ;open_closed_notice       
API;atconavb;noticedraft;Est_avisb;draft_status;character;x(2);no;Estado Borrador;Estado Borrador;excluido;notice_drafts                                     ;draft_status             
API;atconavb;noticedraft;evo_avis;notice_status;character;X(1);no;Estado del Aviso;Estado en el que se encuentra el aviso;excluido;notice_drafts                                     ;notice_status            
API;atconavb;noticedraft;fax_cli;fax;character;x(18);no;Fax;Introduzca el Fax del Cliente;opcional;notice_drafts                                     ;fax                      
API;atconavb;noticedraft;fcon_avis;reply_date;date;99/99/9999;no;F. Contestación;Introduzca la Fecha de Contestación.;excluido;notice_drafts                                     ;reply_date               
API;atconavb;noticedraft;fcsc_avis;creation_date;date;99/99/9999;no;Fecha Creación Sistema Cliente;Fecha Creación Sistema Cliente;opcional;notice_drafts                                     ;creation_date            
API;atconavb;noticedraft;fec1_al;user_date1;date;99/99/9999;yes;UsrFec1_atconavb;fecha1Usr;opcional;notice_drafts                                     ;user_date1               
API;atconavb;noticedraft;fec2_al;user_date2;date;99/99/9999;yes;UsrFec2_atconavb;fecha2Usr;opcional;notice_drafts                                     ;user_date2               
API;atconavb;noticedraft;fec3_al;user_date3;date;99/99/9999;yes;UsrFec3_atconavb;fecha3Usr;opcional;notice_drafts                                     ;user_date3               
API;atconavb;noticedraft;fec_avis;notice_date;date;99/99/9999;no;Fecha;Introduzca Fecha del Aviso;opcional;notice_drafts                                     ;notice_date              
API;atconavb;noticedraft;Fec_avisb;draft_date;date;99/99/9999;no;Fecha Borrador;Fecha en la que se ha creado el Borrador;obligatorio;notice_drafts                                     ;draft_date               
API;atconavb;noticedraft;fep_avis;planned_date;date;99/99/9999;no;Fecha Prevista;Introduzca Fecha del Aviso;opcional;notice_drafts                                     ;planned_date             
API;atconavb;noticedraft;fpet_avis;request_date;date;99/99/9999;no;Fecha Petición;Fecha Petición;opcional;notice_drafts                                     ;request_date             
API;atconavb;noticedraft;frec_avis;receipt_date;date;99/99/9999;no;Fecha Recepción Aviso;Fecha Recepción Aviso;opcional;notice_drafts                                     ;receipt_date             
API;atconavb;noticedraft;fref_avis;resolution_final_date;date;99/99/9999;no;Fecha Real Final Resolución;Fecha Real Final Resolución;opcional;notice_drafts                                     ;resolution_final_date    
API;atconavb;noticedraft;frer_avis;resolution_start_date;date;99/99/9999;no;Fecha Real Inicio Resolución;Fecha Real Inicio Resolución;opcional;notice_drafts                                     ;resolution_start_date    
API;atconavb;noticedraft;hcsc_avis;creation_time;character;99:99;no;Hora Creación Sistema Cliente;Hora Creación Sistema Cliente;opcional;notice_drafts                                     ;creation_time            
API;atconavb;noticedraft;hep_avis;resolution_start_time;character;99:99;no;Hora Prevista Inicio Resolución;Hora Prevista Inicio Resolución;opcional;notice_drafts                                     ;resolution_start_time    
API;atconavb;noticedraft;Hor_avis;notice_time;character;99:99;no;Hora;Introduzca Hora del aviso;opcional;notice_drafts                                     ;notice_time              
API;atconavb;noticedraft;Hor_avisb;draft_time;character;99:99;no;Hora Borrador;Hora en la que se ha creado el Borrador;obligatorio;notice_drafts                                     ;draft_time               
API;atconavb;noticedraft;hpet_avis;request_time;character;99:99;no;Hora Petición;Hora Petición;opcional;notice_drafts                                     ;request_time             
API;atconavb;noticedraft;hrec_avis;receipt_time;character;99:99;no;Hora Recepción Aviso;Hora Recepción Aviso;opcional;notice_drafts                                     ;receipt_time             
API;atconavb;noticedraft;href_avis;resolution_final_time;character;99:99;no;Hora Real Final Resolución;Hora Real Final Resolución;opcional;notice_drafts                                     ;resolution_final_time    
API;atconavb;noticedraft;hrer_avis;resolution_start_time;character;99:99;no;Hora Real Inicio Resolución;Hora Real Inicio Resolución;opcional;notice_drafts                                     ;resolution_start_time    
API;atconavb;noticedraft;hrr_avis;actual_hours_resolution;character;999:99;no;Horas Reales Resolución;Horas Reales Resolución;excluido;notice_drafts                                     ;actual_hours_resolution  
API;atconavb;noticedraft;hter_avis;theoretical_hours_resolution;character;999:99;no;Horas Teóricas Resolución;Horas Teóricas Resolución;opcional;notice_drafts                                     ;theoretical_hours_resolut
API;atconavb;noticedraft;Id_unico;unique_id;int64;99999999999999999999;no;Id único;;opcional;notice_drafts                                     ;unique_id                
API;atconavb;noticedraft;num_cli;street_number;character;X(4);no;Número;Introduzca número de la vía pública;opcional;notice_drafts                                     ;street_number            
API;atconavb;noticedraft;obs_avisb;draft_comments;character;x(800);no;Observaciones Borrador;Observaciones Borrador;opcional;notice_drafts                                     ;draft_comments           
API;atconavb;noticedraft;per_avis;request_person;character;x(200);no;Persona Petición;Persona Petición;opcional;notice_drafts                                     ;request_person           
API;atconavb;noticedraft;pob_cli;city;character;x(30);no;Población;Introduzca la Población del Cliente;opcional;notice_drafts                                     ;city                     
API;atconavb;noticedraft;pub_avis;published_notice;logical;Si/No;no;Publicado;Publicado para Distrinet;excluido;notice_drafts                                     ;published_notice         
API;atconavb;noticedraft;raz_cli;business_name;character;X(100);no;Razón Social;Introduzca la Razón Social del Cliente;opcional;notice_drafts                                     ;business_name            
API;atconavb;noticedraft;ref_avis;notice_reference;character;x(20);no;Referencia;Referencia;opcional;notice_drafts                                     ;notice_reference         
API;atconavb;noticedraft;res_avis;resolution;character;x(800);no;Resolución;Resolución;opcional;notice_drafts                                     ;resolution               
API;atconavb;noticedraft;rev_avisb;revised_dtraft;logical;si/no;no;Revisado;Borrador Revisado;excluido;notice_drafts                                     ;revised_dtraft           
API;atconavb;noticedraft;tel_cli;phone;character;x(18);no;Teléfono;Introduzca el Teléfono del Cliente;opcional;notice_drafts                                     ;phone                    
API;galartic;products;adj_art;has_attachments;logical;si/no;no;Documentos Adjuntos;Documentos Adjuntos;opcional;product                                           ;has_attachments          
API;galartic;products;art_amb;product_ambit;integer;>>9;no;Ambito Artículo;Introduzca el Ambito del Articulo;opcional;product                                           ;product_ambit            
API;galartic;products;aux_art;code_auxiliar;character;X(24);no;Código Auxiliar;Introduzca Código Auxiliar Asociado al Artículo;opcional;product                                           ;auxiliar_code            
API;galartic;products;baj_art;is_deregistered;logical;Si/No;no;Baja;¿Baja?;opcional;product                                           ;is_deregistered          
API;galartic;products;bob_art;container_type;character;X;no;Contenedor;(E)mbalaje, (C)ontenido, (N)o Contenedor;opcional;product                                           ;container_type           
API;galartic;products;cdec_art;ecommerce_commercial_description_criteria;character;x(3);no;Criterio Descripción Comercial;;opcional;product                                           ;ecommerce_commercial_desc
API;galartic;products;cdes_art;ecommerce_description_criteria;character;x(3);no;Criterio Descripción;;opcional;product                                           ;ecommerce_description_cri
API;galartic;products;cfc_art;has_expiry_control;logical;si/no;no;Control Fecha Caducidad;;opcional;product                                           ;has_expiry_control       
API;galartic;products;cgf_art;fluorinated_gas_quantity;decimal;>>>,>>9.99;no;Cantidad Gas Fluorado;Cantidad de Gas Fluorado;opcional;product                                           ;fluorinated_gas_quantity 
API;galartic;products;char1_al;char1_art;character;x(100);yes;UsrChar1_galartic;character1Usr;opcional;product                                           ;user_char1               
API;galartic;products;char2_al;char2_art;character;x(100);yes;UsrChar2_galartic;character2Usr;opcional;product                                           ;user_char2               
API;galartic;products;char3_al;char3_art;character;x(100);yes;UsrChar3_galartic;character3Usr;opcional;product                                           ;user_char3               
API;galartic;products;char4_al;char4_art;character;x(100);yes;UsrChar4_galartic;character4Usr;opcional;product                                           ;user_char4               
API;galartic;products;char5_al;char5_art;character;x(100);yes;UsrChar5_galartic;character5Usr;opcional;product                                           ;user_char5               
API;galartic;products;char6_al;char6_art;character;x(100);yes;UsrChar6_galartic;character6Usr;opcional;product                                           ;user_char6               
API;galartic;products;char7_al;char7_art;character;x(100);yes;UsrChar7_galartic;character7Usr;opcional;product                                           ;user_char7               
API;galartic;products;char8_al;char8_art;character;x(100);yes;UsrChar8_galartic;character8Usr;opcional;product                                           ;user_char8               
API;galartic;products;cim_art;ecommerce_image_criteria;character;x(3);no;Criterio Imágenes;;opcional;product                                           ;ecommerce_image_criteria 
API;galartic;products;cla_sat;cfdi_sat_code;character;x(8);no;Clave SAT;;opcional;product                                           ;cfdi_sat_code            
API;galartic;products;cod_agd;default_attachment_id;integer;9999999;no;Contador;Contador Documento;opcional;product                                           ;default_attachment_id    
API;galartic;products;cod_are;equivalency;character;X(8);no;Equivalencia;Introduzca Equivalencia;opcional;product                                           ;equivalency              
API;galartic;products;cod_art;product_id;character;X(24);no;Código Artículo;Introduzca el Código del Artículo;opcional;product                                           ;product_id               
API;galartic;products;cod_fam1;category1_id;integer;999;no;Código Nivel 1 Familia;Introduzca el Primer Nivel de Familia;opcional;product                                           ;classification1_id       
API;galartic;products;cod_fam2;category2_id;integer;999;no;Código Nivel 2 Familia;Introduzca el Segundo Nivel de Familia;opcional;product                                           ;classification2_id       
API;galartic;products;cod_fam3;category3_id;integer;999;no;Código Nivel 3 Familia;Introduzca el Tercer Nivel de Familia;opcional;product                                           ;classification3_id       
API;galartic;products;cod_fam4;category4_id;integer;999;no;Código Nivel 4 Familia;Introduzca el Cuarto Nivel de Familia;opcional;product                                           ;classification4_id       
API;galartic;products;cod_fdto;discount_family;integer;999999;no;Código Familia Descuento;Introduzca la familia descuento;opcional;product                                           ;discount_classification  
API;galartic;products;cod_grc;group_id;character;X(4);no;Grupo Artículos;Introduzca el Código de Grupo del Artículos;opcional;product                                           ;group_id                 
API;galartic;products;cod_gru;subgroup_id;character;X(4);no;Subgrupo Artículos;Introduzca el Código de Subgrupo del Artículo;opcional;product                                           ;subgroup_id              
API;galartic;products;cod_um;measurement_unit_base;character;x(2);no;Unidad Medida;Introduzca la Unidad de Medida base (UM Alt = UM Base * FConv);opcional;product                                           ;measurement_unit_base    
API;galartic;products;ctl_art;code_telematel;character;x(20);no;Código Telematel;Introduzca el Código Coorp/Tel;opcional;product                                           ;telematel_code           
API;galartic;products;dcat_art;is_discontinued;logical;S/N;no;Descatalogado;Producto vinculado descatalogado;opcional;product                                           ;is_discontinued          
API;galartic;products;dec1_al;dec1_art;decimal;->>,>>>,>>9.999;yes;UsrDec1_galartic;decimal1Usr;opcional;product                                           ;user_dec1                
API;galartic;products;dec2_al;dec2_art;decimal;->>,>>>,>>9.999;yes;UsrDec2_galartic;decimal2Usr;opcional;product                                           ;user_dec2                
API;galartic;products;dec3_al;dec3_art;decimal;->>,>>>,>>9.999;yes;UsrDec3_galartic;decimal3Usr;opcional;product                                           ;user_dec3                
API;galartic;products;dec4_al;dec4_art;decimal;->>,>>>,>>9.999;yes;UsrDec4_galartic;decimal4Usr;opcional;product                                           ;user_dec4                
API;galartic;products;dec5_al;dec5_art;decimal;->>,>>>,>>9.999;yes;UsrDec5_galartic;decimal5Usr;opcional;product                                           ;user_dec5                
API;galartic;products;dec6_al;dec6_art;decimal;->>,>>>,>>9.999;yes;UsrDec6_galartic;decimal6Usr;opcional;product                                           ;user_dec6                
API;galartic;products;dell_art;description_long;character;X(800);no;Descricpción Ampliada;Desc. Ampliada;opcional;product                                           ;description_long         
