Plataforma;Tabla BD;Tag Tabla API;Campo BD;Tag Campo API;Tipo Dato;Formato;Campo personalizado de usuario;Etiqueta;Ayuda;Tipo;Tag Tabla GraphQL;Tag Campo GraphQL
API;gcnfimp;taxes;dec6_al;user_dec6;decimal;->>,>>>,>>9.999;yes;UsrDec6_gcnfimp;decimal6Usr;opcional;purchase_notification_taxes                       ;                         
API;gcnfimp;taxes;dtip_inf;description_type_tax;character;x(50);no;Descripción Tipo Impuesto;Introduzca la descripción del tipo impuesto;opcional;purchase_notification_taxes                       ;                         
API;gcnfimp;taxes;edi1_al;user_edi1;character;x(1000);yes;UsrEdi1_gcnfimp;editor1Usr;opcional;purchase_notification_taxes                       ;                         
API;gcnfimp;taxes;edi2_al;user_edi2;character;x(1000);yes;UsrEdi2_gcnfimp;editor2Usr;opcional;purchase_notification_taxes                       ;                         
API;gcnfimp;taxes;fec1_al;user_fec1;date;99/99/9999;yes;UsrFec1_gcnfimp;fecha1Usr;opcional;purchase_notification_taxes                       ;                         
API;gcnfimp;taxes;fec2_al;user_fec2;date;99/99/9999;yes;UsrFec2_gcnfimp;fecha2Usr;opcional;purchase_notification_taxes                       ;                         
API;gcnfimp;taxes;fec3_al;user_fec3;date;99/99/9999;yes;UsrFec3_gcnfimp;fecha3Usr;opcional;purchase_notification_taxes                       ;                         
API;gcnfimp;taxes;imp_imd;invoice_tax_amount;decimal;>,>>>,>>>,>>>,>>>,>>9.99999;no;Importe Factura;Introduzca el importe;opcional;purchase_notification_taxes                       ;                         
API;gcnfimp;taxes;imp_inf;tax_amount;decimal;>,>>>,>>>,>>>,>>>,>>9.99999;no;Importe;Introduzca el importe;opcional;purchase_notification_taxes                       ;                         
API;gcnfimp;taxes;lin_lnf;tax_line;integer;9999;no;Línea;Introduzca la línea;opcional;purchase_notification_taxes                       ;                         
API;gcnfimp;taxes;por_imd;invoice_tax_rate;decimal;>>9.99;no;Porcentaje Factura;Introduzca el porcentaje;opcional;purchase_notification_taxes                       ;                         
API;gcnfimp;taxes;por_inf;tax_rate;decimal;>>9.99;no;Porcentaje;Introduzca el porcentaje;opcional;purchase_notification_taxes                       ;                         
API;gcnfimp;taxes;tip_inf;type_tax;character;x(2);no;Impuesto;Introduzca el impuesto;opcional;purchase_notification_taxes                       ;                         
API;gcnflin;lines;art_amb;product_ambit;integer;>>9;no;Ambito Artículo;Introduzca el Ambito del Articulo;excluido;invoicenotification_lines                         ;product_ambit            
API;gcnflin;lines;bru_alc;gross_amount_deliverynotes;decimal;->>>,>>>,>>9.99;no;Importe Bruto Alb. ERP;;excluido;invoicenotification_lines                         ;                         
API;gcnflin;lines;can_lnf;quantity;decimal;->>>,>>9.999;no;Cantidad;Introduzca la cantidad;opcional;invoicenotification_lines                         ;quantity                 
API;gcnflin;lines;char1_al;user_char1;character;x(100);yes;UsrChar1_gcnflin;character1Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;char2_al;user_char2;character;x(100);yes;UsrChar2_gcnflin;character2Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;char3_al;user_char3;character;x(100);yes;UsrChar3_gcnflin;character3Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;char4_al;user_char4;character;x(100);yes;UsrChar4_gcnflin;character4Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;char5_al;user_char5;character;x(100);yes;UsrChar5_gcnflin;character5Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;char6_al;user_char6;character;x(100);yes;UsrChar6_gcnflin;character6Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;char7_al;user_char7;character;x(100);yes;UsrChar7_gcnflin;character7Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;char8_al;user_char8;character;x(100);yes;UsrChar8_gcnflin;character8Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;cod_art;product_id;character;x(24);no;Artículo;Introduzca el Código del Artículo;opcional;invoicenotification_lines                         ;product_id               
API;gcnflin;lines;cod_del;branch_id;integer;99;no;Delegación;Intoduzca la delegación;excluido;invoicenotification_lines                         ;branch_id                
API;gcnflin;lines;cod_ent;company_id;integer;99;no;Empresa;Intoduzca la empresa;excluido;invoicenotification_lines                         ;company_id               
API;gcnflin;lines;cod_mar;brand_id;integer;9999;no;Marca;Introduzca la marca;opcional;invoicenotification_lines                         ;brand_id                 
API;gcnflin;lines;cod_nof;notification_id;integer;9999999;no;Número Notificación;Introduzca el número de notificación;opcional;invoicenotification_lines                         ;notification_id          
API;gcnflin;lines;cod_uea;packing_unit_id;character;x(2);no;Unidad Embalaje;Introduzca el embalaje;excluido;invoicenotification_lines                         ;packing_unit_id          
API;gcnflin;lines;cpv_lnf;sales_order_id;character;x(20);no;Pedido Venta;Introduzca el Pedido Venta;excluido;invoicenotification_lines                         ;sales_order_id           
API;gcnflin;lines;ctl_art;product_code_corporative;character;x(20);no;C. Telematel;Introduzca el código telematel;excluido;invoicenotification_lines                         ;product_code_corporative 
API;gcnflin;lines;cuea_lnf;price_quantity;decimal;>>>,>>9.99;no;Cantidad Precio;Introduzca la cantidad de precio;opcional;invoicenotification_lines                         ;price_quantity           
API;gcnflin;lines;dec1_al;user_dec1;decimal;->>,>>>,>>9.999;yes;UsrDec1_gcnflin;decimal1Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;dec2_al;user_dec2;decimal;->>,>>>,>>9.999;yes;UsrDec2_gcnflin;decimal2Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;dec3_al;user_dec3;decimal;->>,>>>,>>9.999;yes;UsrDec3_gcnflin;decimal3Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;dec4_al;user_dec4;decimal;->>,>>>,>>9.999;yes;UsrDec4_gcnflin;decimal4Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;dec5_al;user_dec5;decimal;->>,>>>,>>9.999;yes;UsrDec5_gcnflin;decimal5Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;dec6_al;user_dec6;decimal;->>,>>>,>>9.999;yes;UsrDec6_gcnflin;decimal6Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;det_art;description;character;x(800);no;Descripción Artículo;introduzca la descripción;opcional;invoicenotification_lines                         ;description              
API;gcnflin;lines;dif_bru;gross_amount_difference;decimal;->>>,>>>,>>9.99;no;Diferencia Bruto Alb.;;excluido;invoicenotification_lines                         ;                         
API;gcnflin;lines;dt1_lnf;discount_1;decimal;>9.99;no;Primer Descuento;Introduzca el dto1;opcional;invoicenotification_lines                         ;discount_1               
API;gcnflin;lines;dto2_lnf;discount_2;decimal;>9.99;no;Segundo Descuento;Introduzca el dto2;opcional;invoicenotification_lines                         ;discount_2               
API;gcnflin;lines;dto3_lnf;discount_3;decimal;>9.99;no;Tercer Descuento;Introduzca el dto3;opcional;invoicenotification_lines                         ;discount_3               
API;gcnflin;lines;ean_lnf;ean;character;x(20);no;Ean;Introduzca el ean;excluido;invoicenotification_lines                         ;ean                      
API;gcnflin;lines;edi1_al;user_edi1;character;x(1000);yes;UsrEdi1_gcnflin;editor1Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;edi2_al;user_edi2;character;x(1000);yes;UsrEdi2_gcnflin;editor2Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;fec1_al;user_fec1;date;99/99/9999;yes;UsrFec1_gcnflin;fecha1Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;fec2_al;user_fec2;date;99/99/9999;yes;UsrFec2_gcnflin;fecha2Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;fec3_al;user_fec3;date;99/99/9999;yes;UsrFec3_gcnflin;fecha3Usr;opcional;invoicenotification_lines                         ;                         
API;gcnflin;lines;lin_lnf;notification_line_number;integer;9999;no;Línea;Introduzca la línea;opcional;invoicenotification_lines                         ;notification_line_number 
API;gcnflin;lines;lin_lpp;purchaseorder_line_number;integer;9999;no;Num.LíneaPed.Compra;Introduzca el Num.LíneaPed.Compra;excluido;invoicenotification_lines                         ;purchaseorder_line_number
API;gcnflin;lines;loc_alc;deliverynote_is_located;logical;Si/No;no;Localizado;Localizado;excluido;invoicenotification_lines                         ;                         
API;gcnflin;lines;lpv_lnf;sales_order_line_number;character;x(6);no;Núm.Línea Ped. Venta;Introduzca el Núm.Línea Ped. Venta;excluido;invoicenotification_lines                         ;sales_order_line_number  
API;gcnflin;lines;num_cpp;purchase_order_id;integer;9999999;no;Nº Ped.Compra;Introduzca el pedido de compra;excluido;invoicenotification_lines                         ;purchase_order_id        
API;gcnflin;lines;obs_lnf;notes;character;x(800);no;Observaciones;Introduzca las observaciones;opcional;invoicenotification_lines                         ;notes                    
API;gcnflin;lines;ord_lnf;line_order;integer;9999;no;Orden;Introduzca el orden;opcional;invoicenotification_lines                         ;line_order               
API;gcnflin;lines;pal_noe;supplier_delivery_note_id;character;x(20);no;Num. Albarán Proveedor;Introduzca el número albarán proveedor;obligatorio;invoicenotification_lines                         ;supplier_delivery_note_id
API;gcnflin;lines;pre_lnf;price;decimal;>,>>>,>>9.999;no;Precio;Introduzca el precio;opcional;invoicenotification_lines                         ;price                    
API;gcnflin;lines;ref_art;product_reference;character;X(24);no;Referencia;Introduzca la referencia;opcional;invoicenotification_lines                         ;product_reference        
API;gcnflin;lines;sit_lnf;status;character;x;no;Situación;Introducción la situación;excluido;invoicenotification_lines                         ;status                   
API;gcnflin;lines;tbd_lnf;line_type;character;x;no;Origen Línea;Introduzca el origen de la línea;opcional;invoicenotification_lines                         ;origin_line              
API;gcnfven;receipts;char1_al;user_char1;character;x(100);yes;UsrChar1_gcnfven;character1Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;char2_al;user_char2;character;x(100);yes;UsrChar2_gcnfven;character2Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;char3_al;user_char3;character;x(100);yes;UsrChar3_gcnfven;character3Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;char4_al;user_char4;character;x(100);yes;UsrChar4_gcnfven;character4Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;char5_al;user_char5;character;x(100);yes;UsrChar5_gcnfven;character5Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;char6_al;user_char6;character;x(100);yes;UsrChar6_gcnfven;character6Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;char7_al;user_char7;character;x(100);yes;UsrChar7_gcnfven;character7Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;char8_al;user_char8;character;x(100);yes;UsrChar8_gcnfven;character8Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;cod_del;branch_id;integer;99;no;Delegación;Intoduzca la delegación;excluido;purchase_notification_pay                         ;                         
API;gcnfven;receipts;cod_ent;company_id;integer;99;no;Empresa;Intoduzca la empresa;excluido;purchase_notification_pay                         ;                         
API;gcnfven;receipts;cod_nof;notification_id;integer;9999999;no;Número Notificación;Introduzca el número de notificación;excluido;purchase_notification_pay                         ;                         
API;gcnfven;receipts;dec1_al;user_dec1;decimal;->>,>>>,>>9.999;yes;UsrDec1_gcnfven;decimal1Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;dec2_al;user_dec2;decimal;->>,>>>,>>9.999;yes;UsrDec2_gcnfven;decimal2Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;dec3_al;user_dec3;decimal;->>,>>>,>>9.999;yes;UsrDec3_gcnfven;decimal3Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;dec4_al;user_dec4;decimal;->>,>>>,>>9.999;yes;UsrDec4_gcnfven;decimal4Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;dec5_al;user_dec5;decimal;->>,>>>,>>9.999;yes;UsrDec5_gcnfven;decimal5Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;dec6_al;user_dec6;decimal;->>,>>>,>>9.999;yes;UsrDec6_gcnfven;decimal6Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;edi1_al;user_edi1;character;x(1000);yes;UsrEdi1_gcnfven;editor1Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;edi2_al;user_edi2;character;x(1000);yes;UsrEdi2_gcnfven;editor2Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;fec1_al;user_date1;date;99/99/9999;yes;UsrFec1_gcnfven;fecha1Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;fec2_al;user_date2;date;99/99/9999;yes;UsrFec2_gcnfven;fecha2Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;fec3_al;user_date3;date;99/99/9999;yes;UsrFec3_gcnfven;fecha3Usr;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;fec_ppg;invoice_receipt_date;date;99/99/9999;no;Fecha Factura;Introduzca la fecha;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;fec_vnf;receipt_date;date;99/99/9999;no;Fecha;Introduzca la fecha;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;imp_ppg;invoice_receipt_amount;decimal;>,>>>,>>>,>>>,>>9.99999;no;Importe Factura;Introduzca el importe;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;imp_vnf;receipt_amount;decimal;>,>>>,>>>,>>>,>>9.99999;no;Importe;Introduzca el importe;opcional;purchase_notification_pay                         ;                         
API;gcnfven;receipts;lin_vnf;tax_line;integer;9999;no;Número Vencimiento;Introduzca el número vencimiento;opcional;purchase_notification_pay                         ;                         
API;gcnocab;deliverynotification;adj_noe;has_attachments;logical;yes/no;no;Documentos Adjuntos;Documentos Adjuntos;excluido;deliverynotification                              ;                         
API;gcnocab;deliverynotification;bul_noe;parcels;integer;99999;no;Número Bultos;Introduzca el Número Bultos;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;char1_al;user_char1;character;x(100);yes;UsrChar1_gcnocab;character1Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;char2_al;user_char2;character;x(100);yes;UsrChar2_gcnocab;character2Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;char3_al;user_char3;character;x(100);yes;UsrChar3_gcnocab;character3Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;char4_al;user_char4;character;x(100);yes;UsrChar4_gcnocab;character4Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;char5_al;user_char5;character;x(100);yes;UsrChar5_gcnocab;character5Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;char6_al;user_char6;character;x(100);yes;UsrChar6_gcnocab;character6Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;char7_al;user_char7;character;x(100);yes;UsrChar7_gcnocab;character7Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;char8_al;user_char8;character;x(100);yes;UsrChar8_gcnocab;character8Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cif_pro;vat_number;character;x(18);no;CIF Proveedor;;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_coe;delivery_terms;character;x(3);no;C.Entrega;Introduzca el código de entrega;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_del;branch_id;integer;99;no;Delegación;Intoduzca la delegación;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_ent;company_id;integer;99;no;Empresa;Intoduzca la empresa;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_noe;notification_id;integer;9999999;no;Notificación;Introduzca el número de notificación;excluido;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_pai_cl;customer_country_id;character;x(2);no;País cliente;Introduzca el país del cliente;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_pai_ex;expedition_country_id;character;x(2);no;País centro exped.;Introduzca el País centro exped.;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_pai_m;shipping_country_id;character;x(2);no;País;Introduzca el país;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_pro;vendor_id;integer;9999;no;Proveedor;Introduzca el Código de Proveedor de la Factura;obligatorio;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_prot;protocol;character;x(4);no;Protocolo;;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_provi_cl;customer_province_id;integer;99;no;Provincia cliente;Introduzca la Provincia cliente;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_provi_ex;expedition_province_id;integer;99;no;Provincia centro exped.;Introduzca la Provincia centro exped.;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_provi_m;shipping_province_id;integer;99;no;Província;Introduzca la provincia;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_tra;carrier_id;integer;>>9;no;Transportista;Introduzca el Código de Transportista;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_um_p;measurement_unit_weight;character;x(2);no;Unidad Medida Peso;Introduzca la unidad medida peso;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_um_v;measurement_unit_volume;character;x(2);no;Unidad Medida Volumen;Introduzca la Unidad Medida Volumen;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_usu;user_id;character;x(8);no;Usuario;Código del Usuario que Genera el Albarán;excluido;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_via_cl;customer_street_type;character;x(2);no;Tipo Vía Cliente;Introduzca el Tipo Vía Cliente;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_via_ex;expedition_street_type;character;x(2);no;Tipo Vía Centro Exped.;Introduzca el Tipo Vía Centro Exped.;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cod_via_m;shipping_street_type;character;x(2);no;Vía;Introduzca la vía;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cpcli_noe;customer_postal_code;character;x(10);no;C.Postal cliente;Introduzca el C.Postal cliente;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;cpexp_noe;expedition_postal_code;character;x(10);no;C.Postal Centro Exped.;Introduzca el C.Postal Centro Exped.;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;dcli_noe;customer_address;character;x(60);no;Dirección Cliente;Introduzca la Dirección Cliente;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;dec1_al;user_dec1;decimal;->>,>>>,>>9.999;yes;UsrDec1_gcnocab;decimal1Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;dec2_al;user_dec2;decimal;->>,>>>,>>9.999;yes;UsrDec2_gcnocab;decimal2Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;dec3_al;user_dec3;decimal;->>,>>>,>>9.999;yes;UsrDec3_gcnocab;decimal3Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;dec4_al;user_dec4;decimal;->>,>>>,>>9.999;yes;UsrDec4_gcnocab;decimal4Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;dec5_al;user_dec5;decimal;->>,>>>,>>9.999;yes;UsrDec5_gcnocab;decimal5Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;dec6_al;user_dec6;decimal;->>,>>>,>>9.999;yes;UsrDec6_gcnocab;decimal6Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;des_noe;receiver;character;x(20);no;Destinatario Mercancías;Introduzca el Destinatario Mercancías;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;dexp_noe;expedition_address;character;x(60);no;Dirección Centro Exped.;Introduzca la Dirección Centro Exped.;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;dir_mer;shipping_address;character;x(55);no;Dirección;Introduzca la Dirección;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;doce_noe;delivery_terms_description;character;x(50);no;Descrp.Cond.Entrega;Introduzca la Descrp.Cond.Entrega;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;dpo_mer;shipping_postal_code;integer;99999;no;C. Postal;Introduzca el Código Postal;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;ecli_noe;customer_email;character;x(40);no;e-mail cliente;Introduzca el e-mail cliente;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;edi1_al;user_edi1;character;x(1000);yes;UsrEdi1_gcnocab;editor1Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;edi2_al;user_edi2;character;x(1000);yes;UsrEdi2_gcnocab;editor2Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;eexp_noe;expedition_email;character;x(40);no;e-mail centro exped.;Introduzca el e-mail centro exped.;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;ema_mer;shipping_email;character;x(60);no;e-mail;Introduzca el e-mail;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;entr_noe;delivered_material;logical;yes/no;no;Material Entregado;;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;ext_noe;expedition_id;character;x(20);no;Número expedición;Introduzca el Número expedición;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;fab_noe;vendor_ptl_id;character;x(20);no;Fabricante PTL;Introduzca el Código fabricante PTL;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;fae_noe;vendor_external_id;character;x(20);no;Fabricante externo;Introduzca el Código fabricante externo;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;fax_mer;shipping_fax;character;x(18);no;Fax;Introduzca el fax;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;fcli_noe;customer_fax;character;x(18);no;Fax cliente;Introduzca el Fax cliente;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;fec1_al;user_date1;date;99/99/9999;yes;UsrFec1_gcnocab;fecha1Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;fec2_al;user_date2;date;99/99/9999;yes;UsrFec2_gcnocab;fecha2Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;fec3_al;user_date3;date;99/99/9999;yes;UsrFec3_gcnocab;fecha3Usr;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;fec_noe;date;date;99/99/9999;no;Fecha;Introduzca la fecha;excluido;deliverynotification                              ;                         
API;gcnocab;deliverynotification;fee_noe;delivery_date;date;99/99/9999;no;Fecha Entrega;Introduzca la fecha de entrega;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;fexp_noe;expedition_fax;character;x(18);no;Fax centro exped.;Introduzca el Fax centro exped.;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;fir_noe;delivery_signed_by;character;x(60);no;Quien firma entrega;;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;id_unico;unique_id;int64;99999999999999999999;no;Id único;;excluido;deliverynotification                              ;                         
API;gcnocab;deliverynotification;ipr_noe;printed;logical;si/no;no;Impreso;;excluido;deliverynotification                              ;                         
API;gcnocab;deliverynotification;lue_noe;delivery_place;character;x(60);no;Lugar entrega;;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;ncli_noe;customer_name;character;x(55);no;Nombre cliente;Introduzca el Nombre cliente;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;nexo_noe;expedition_center_name;character;x(55);no;Nombre Centro Exped.;Introduzca el Nombre Centro Exped.;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;nif_noe;customer_vat_number;character;x(20);no;NIF Cliente;Introduzca el NIF Cliente;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;num_mer;shipping_street_number;character;x(4);no;Número;Introduzca el múmero;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;obs_noe;notes;character;x(800);no;Observaciones;Introduzca las observaciones;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;ori_noe;origin;character;x;no;Origen;Introduzca el origen;excluido;deliverynotification                              ;                         
API;gcnocab;deliverynotification;pal_noe;vendor_delivery_note_id;character;x(20);no;Num. Albarán Proveedor;Introduzca el número albarán proveedor;obligatorio;deliverynotification                              ;                         
API;gcnocab;deliverynotification;pcli_noe;customer_city;character;x(40);no;Población Cliente;Introduzca la Población Cliente;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;pes_noe;weight;decimal;>,>>>,>>>,>>>,>>>,>>9.99;no;Peso;Introduzca el peso;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;pexp_noe;expedition_city;character;x(40);no;Población Centro Exped.;Introduzca la Población Centro Exped.;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;pob_mer;shipping_city;character;x(30);no;Población;Introduzca la Población;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;pro_amb;vendor_ambit;integer;>>9;no;Ambito Proveedor;Introduzca el Ambito del Proveedor;excluido;deliverynotification                              ;                         
API;gcnocab;deliverynotification;raz_mer;shipping_business_name;character;X(100);no;Razón social;Introduzca la razón social;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;ref_noe;reference;character;x(20);no;Referencia;Introduzca la referencia;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;sit_noe;status;character;x;no;Situación;Introduzca la Situación;excluido;deliverynotification                              ;                         
API;gcnocab;deliverynotification;tcli_noe;customer_phone;character;x(18);no;Teléfono cliente;Introduzca el Teléfono cliente;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;tel_mer;shipping_phone;character;x(18);no;Telefono;Introduzca el Telefono;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;texp_noe;expedition_phone;character;x(18);no;Teléfono Centro Exped.;Introduzca el Teléfono Centro Exped.;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;tra_noe;carrier_name;character;x(30);no;Transportista No Habitual;Introduzca el Transportista No Habitual;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;ucli_noe;customer_id;character;x(4);no;Número cliente;Introduzca el Número cliente;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;uexo_noe;expedition_center_id;character;x(4);no;Número Centro Exped.;introduzca el Número Centro Exped.;opcional;deliverynotification                              ;                         
API;gcnocab;deliverynotification;vol_noe;volume;decimal;>,>>>,>>>,>>>,>>>,>>9.999;no;Volumen;Introduzca el volumen;opcional;deliverynotification                              ;                         
API;gcppcab;purchases_orders;blq_cpp;is_locked;logical;Si/No;no;Bloqueado;¿Bloqueado?;opcional;purchase_orders                                   ;is_locked                
API;gcppcab;purchases_orders;bru_cpp;gross_amount;decimal;>>>,>>>,>>9.99;no;Importe Bruto;Importe Bruto;excluido;purchase_orders                                   ;gross_amount             
API;gcppcab;purchases_orders;can_sas;currency_quantity;integer;>>,>>>,>>9;no;Cantidad;Introduza la cantidad monetaria;excluido;purchase_orders                                   ;quantity                 
API;gcppcab;purchases_orders;char1_al;user_char1;character;X(100);yes;UsrChar1_gcppcab;character1Usr;opcional;purchase_orders                                   ;user_character1          
API;gcppcab;purchases_orders;char2_al;user_char2;character;X(100);yes;UsrChar2_gcppcab;character2Usr;opcional;purchase_orders                                   ;user_character2          
API;gcppcab;purchases_orders;char3_al;user_char3;character;X(100);yes;UsrChar3_gcppcab;character3Usr;opcional;purchase_orders                                   ;user_character3          
API;gcppcab;purchases_orders;char4_al;user_char4;character;X(100);yes;UsrChar4_gcppcab;character4Usr;opcional;purchase_orders                                   ;user_character4          
API;gcppcab;purchases_orders;char5_al;user_char5;character;X(100);yes;UsrChar5_gcppcab;character5Usr;opcional;purchase_orders                                   ;user_character5          
